,Unnamed: 0,代號,股票名稱,上市日,市場別,產業別
708,710,4967,十銓,2019-01-14,上市,半導體業
709,711,4968,立積,2015-11-13,上市,半導體業
710,712,4976,佳凌,2012-11-20,上市,光電業
712,714,4989,榮科,2018-06-28,上市,電子零組件業
713,715,4994,傳奇,2013-12-25,上市,資訊服務業
714,716,4999,鑫禾,2013-06-03,上市,電子零組件業
715,717,5007,三星,2011-09-16,上市,鋼鐵工業
716,718,5203,訊連,2004-09-27,上市,資訊服務業
718,720,5222,全訊,2021-10-25,上市,半導體業
720,722,5234,達興材料,2012-07-16,上市,光電業
722,724,5244,弘凱,2022-01-19,上市,光電業
723,725,5258,虹堡,2016-12-30,上市,電腦及週邊設備業
724,726,5269,祥碩,2012-12-12,上市,半導體業
725,727,5283,禾聯碩,2019-05-24,上市,電器電纜
727,729,5285,界霖,2014-02-25,上市,半導體業
729,731,5306,桂盟,2022-03-08,上市,其他業
730,732,5388,中磊,2007-12-03,上市,通信網路業
731,733,5434,崇越,2003-08-25,上市,電子通路業
732,734,5469,瀚宇博,2003-08-25,上市,電子零組件業
733,735,5471,松翰,2003-08-25,上市,半導體業
734,736,5484,慧友,2003-08-25,上市,光電業
735,737,5515,建國,2003-10-06,上市,建材營造業
736,738,5519,隆大,2014-02-10,上市,建材營造業
737,739,5521,工信,2012-12-18,上市,建材營造業
738,740,5522,遠雄,2007-08-06,上市,建材營造業
739,741,5525,順天,2004-11-26,上市,建材營造業
740,742,5531,鄉林,2005-01-31,上市,建材營造業
741,743,5533,皇鼎,2008-04-30,上市,建材營造業
742,744,5534,長虹,2004-05-24,上市,建材營造業
745,747,5607,遠雄港,2004-12-02,上市,航運業
746,748,5608,四維航,2003-08-25,上市,航運業
747,749,5706,鳳凰,2011-10-21,上市,觀光事業
749,751,5876,上海商銀,2018-10-19,上市,金融保險業
750,752,5880,合庫金,2011-12-01,上市,金融保險業
753,755,6005,群益證,2005-11-21,上市,金融保險業
754,756,6024,群益期,2017-10-16,上市,金融保險業
755,757,6108,競國,2008-12-30,上市,電子零組件業
756,758,6112,邁達特,2003-08-04,上市,資訊服務業
757,759,6115,鎰勝,2004-07-19,上市,電子零組件業
758,760,6116,彩晶,2004-09-06,上市,光電業
759,761,6117,迎廣,2003-08-25,上市,電腦及週邊設備業
760,762,6120,達運,2006-09-13,上市,光電業
761,763,6128,上福,2003-06-16,上市,電腦及週邊設備業
762,764,6133,金橋,2003-08-15,上市,電子零組件業
763,765,6136,富爾特,2003-08-25,上市,通信網路業
764,766,6139,亞翔,2003-08-25,上市,其他電子業
765,767,6141,柏承,2003-10-22,上市,電子零組件業
766,768,6142,友勁,2003-08-04,上市,通信網路業
767,769,6152,百一,2009-12-08,上市,通信網路業
768,770,6153,嘉聯益,2008-01-21,上市,電子零組件業
769,771,6155,鈞寶,2006-08-18,上市,電子零組件業
770,772,6164,華興,2008-10-21,上市,光電業
771,773,6165,浪凡,2003-08-04,上市,其他業
772,774,6166,凌華,2004-11-08,上市,電腦及週邊設備業
773,775,6168,宏齊,2003-08-25,上市,光電業
774,776,6176,瑞儀,2007-05-15,上市,光電業
775,777,6177,達麗,2013-08-01,上市,建材營造業
776,778,6183,關貿,2011-12-01,上市,資訊服務業
777,779,6184,大豐電,2005-02-15,上市,其他業
778,780,6189,豐藝,2004-05-24,上市,電子通路業
779,781,6191,精成科,2007-10-19,上市,電子零組件業
780,782,6192,巨路,2004-09-27,上市,其他電子業
781,783,6196,帆宣,2004-05-24,上市,其他電子業
782,784,6197,佳必琪,2004-11-08,上市,電子零組件業
783,785,6201,亞弘電,2004-09-27,上市,其他電子業
784,786,6202,盛群,2004-09-27,上市,半導體業
785,787,6205,詮欣,2008-01-21,上市,電子零組件業
786,788,6206,飛捷,2004-08-03,上市,電腦及週邊設備業
787,789,6209,今國光,2004-11-08,上市,光電業
788,790,6213,聯茂,2008-01-21,上市,電子零組件業
789,791,6214,精誠,2010-12-30,上市,資訊服務業
790,792,6215,和椿,2007-12-31,上市,其他電子業
791,793,6216,居易,2004-09-27,上市,通信網路業
792,794,6224,聚鼎,2009-09-17,上市,電子零組件業
793,795,6225,天瀚,2004-09-27,上市,光電業
794,796,6226,光鼎,2008-11-10,上市,光電業
795,797,6230,尼得科超眾,2010-09-16,上市,電腦及週邊設備業
796,798,6235,華孚,2004-08-23,上市,電腦及週邊設備業
797,799,6239,力成,2004-11-08,上市,半導體業
798,800,6243,迅杰,2009-12-17,上市,半導體業
799,801,6257,矽格,2003-08-25,上市,半導體業
800,802,6269,台郡,2003-09-23,上市,電子零組件業
801,803,6271,同欣電,2007-11-16,上市,半導體業
802,804,6277,宏正,2003-10-30,上市,電腦及週邊設備業
803,805,6278,台表科,2010-08-24,上市,光電業
804,806,6281,全國電,2005-12-08,上市,電子通路業
805,807,6282,康舒,2003-09-08,上市,電子零組件業
806,808,6283,淳安,2008-01-21,上市,其他電子業
807,809,6285,啟碁,2003-09-22,上市,通信網路業
808,810,6288,聯嘉,2018-05-09,上市,汽車工業
809,811,6405,悅城,2013-11-28,上市,光電業
810,812,6409,旭隼,2014-03-31,上市,其他電子業
811,813,6412,群電,2013-11-08,上市,電子零組件業
812,814,6414,樺漢,2014-03-28,上市,電腦及週邊設備業
814,816,6416,瑞祺電通,2018-04-16,上市,通信網路業
815,817,6426,統新,2021-03-24,上市,通信網路業
817,819,6438,迅得,2021-01-19,上市,其他電子業
818,820,6442,光聖,2015-07-14,上市,通信網路業
819,821,6443,元晶,2015-10-01,上市,光電業
820,822,6449,鈺邦,2014-12-09,上市,電子零組件業
823,825,6464,台數科,2015-12-16,上市,其他業
824,826,6477,安集,2016-06-21,上市,光電業
825,827,6491,晶碩,2019-10-07,上市,生技醫療業
826,828,6504,南六,2013-05-07,上市,其他業
827,829,6505,台塑化,2003-12-26,上市,油電燃氣業
828,830,6515,穎崴,2021-01-20,上市,半導體業
830,832,6531,愛普*,2016-05-31,上市,半導體業
831,833,6533,晶心科,2017-03-14,上市,半導體業
834,836,6552,易華電,2017-01-10,上市,半導體業
835,837,6558,興能高,2018-12-05,上市,其他電子業
837,839,6579,研揚,2017-08-21,上市,電腦及週邊設備業
838,840,6581,鋼聯,2018-01-30,上市,其他業
839,841,6582,申豐,2017-06-14,上市,橡膠工業
840,842,6585,鼎基,2022-05-20,上市,其他業
842,844,6592,和潤企業,2019-12-09,上市,其他業
844,846,6605,帝寶,2004-03-17,上市,汽車工業
845,847,6606,建德工業,2023-03-24,上市,電機機械
846,848,6625,必應,2018-02-07,上市,其他業
848,850,6655,科定,2018-11-28,上市,其他業
850,852,6668,中揚光,2018-12-12,上市,光電業
851,853,6669,緯穎,2019-03-27,上市,電腦及週邊設備業
852,854,6670,復盛應用,2018-12-18,上市,其他業
855,857,6674,鋐寶科技,2018-11-28,上市,通信網路業
856,858,6689,伊雲谷,2022-09-13,上市,其他電子業
857,859,6691,洋基工程,2022-01-03,上市,其他電子業
858,860,6695,芯鼎,2022-11-04,上市,半導體業
859,861,6698,旭暉應材,2019-11-25,上市,其他電子業
860,862,6706,惠特,2019-12-19,上市,光電業
861,863,6715,嘉基,2019-12-12,上市,電子零組件業
862,864,6719,力智,2022-01-13,上市,半導體業
863,865,6743,安普新,2020-12-14,上市,其他電子業
864,866,6753,龍德造船,2023-03-10,上市,航運業
865,867,6754,匯僑設計,2020-08-25,上市,其他業
866,868,6756,威鋒電子,2020-12-24,上市,半導體業
868,870,6770,力積電,2021-12-06,上市,半導體業
869,871,6776,展碁國際,2021-03-31,上市,電子通路業
871,873,6782,視陽,2022-11-28,上市,生技醫療業
872,874,6789,采鈺,2022-06-30,上市,半導體業
873,875,6790,永豐實,2021-09-29,上市,造紙工業
874,876,6792,詠業,2021-12-08,上市,通信網路業
875,877,6796,晉弘,2022-06-01,上市,生技醫療業
876,878,6799,來頡,2022-05-12,上市,半導體業
877,879,6806,森崴能源,2021-11-15,上市,其他業
879,881,6830,汎銓,2022-08-31,上市,其他電子業
880,882,6834,天二科技,2022-09-01,上市,電子零組件業
881,883,6835,圓裕,2022-11-10,上市,電子零組件業
882,884,6861,睿生光電,2023-03-27,上市,生技醫療業
884,886,8011,台通,2011-09-19,上市,通信網路業
885,887,8016,矽創,2003-12-25,上市,半導體業
886,888,8021,尖點,2008-01-21,上市,其他電子業
887,889,8028,昇陽半導體,2018-07-10,上市,半導體業
888,890,8033,雷虎,2007-06-21,上市,其他業
889,891,8039,台虹,2009-12-17,上市,電子零組件業
890,892,8046,南電,2006-04-07,上市,電子零組件業
891,893,8070,長華*,2007-12-31,上市,電子通路業
892,894,8072,陞泰,2005-08-19,上市,電子通路業
893,895,8081,致新,2008-12-30,上市,半導體業
894,896,8101,華冠,2004-07-01,上市,通信網路業
895,897,8103,瀚荃,2009-09-29,上市,電子零組件業
896,898,8104,錸寶,2019-01-17,上市,光電業
897,899,8105,凌巨,2006-12-27,上市,光電業
898,900,8110,華東,2007-10-31,上市,半導體業
899,901,8112,至上,2007-12-31,上市,電子通路業
900,902,8114,振樺電,2012-11-26,上市,電腦及週邊設備業
901,903,8131,福懋科,2007-11-29,上市,半導體業
902,904,8150,南茂,2014-04-11,上市,半導體業
903,905,8163,達方,2007-11-28,上市,電腦及週邊設備業
904,906,8201,無敵,2007-10-29,上市,其他電子業
905,907,8210,勤誠,2011-12-01,上市,電腦及週邊設備業
906,908,8213,志超,2009-12-25,上市,電子零組件業
907,909,8215,明基材,2010-11-12,上市,光電業
908,910,8222,寶一,2015-01-27,上市,電機機械
909,911,8249,菱光,2005-05-17,上市,電子零組件業
910,912,8261,富鼎,2009-12-11,上市,半導體業
911,913,8271,宇瞻,2010-12-29,上市,半導體業
912,914,8341,日友,2015-03-23,上市,其他業
913,915,8367,建新國際,2018-09-12,上市,航運業
914,916,8374,羅昇,2008-12-25,上市,電機機械
917,919,8422,可寧衛,2011-10-05,上市,其他業
919,921,8438,昶昕,2022-03-11,上市,其他業
921,923,8443,阿瘦,2014-09-15,上市,貿易百貨業
922,924,8454,富邦媒,2014-12-19,上市,貿易百貨業
923,925,8462,柏文,2019-03-15,上市,觀光事業
924,926,8463,潤泰材,2015-07-13,上市,其他業
925,927,8464,億豐,2015-12-22,上市,其他業
928,930,8473,山林水,2016-09-08,上市,其他業
929,931,8478,東哥遊艇,2017-12-11,上市,其他業
930,932,8481,政伸,2017-02-24,上市,其他業
934,936,8926,台汽電,2003-08-25,上市,油電燃氣業
935,937,8940,新天地,2009-05-15,上市,觀光事業
936,938,8996,高力,2014-02-14,上市,電機機械
938,940,9902,台火,1964-07-14,上市,其他業
939,941,9904,寶成,1990-01-19,上市,其他業
940,942,9905,大華,1990-08-08,上市,其他業
941,943,9906,欣巴巴,1990-12-15,上市,建材營造業
942,944,9907,統一實,1991-01-29,上市,其他業
943,945,9908,大台北,1991-02-06,上市,油電燃氣業
944,946,9910,豐泰,1992-02-18,上市,其他業
945,947,9911,櫻花,1992-07-16,上市,其他業
946,948,9912,偉聯,1992-08-08,上市,電腦及週邊設備業
947,949,9914,美利達,1992-09-30,上市,其他業
948,950,9917,中保科,1993-12-08,上市,其他業
949,951,9918,欣天然,1994-04-26,上市,油電燃氣業
950,952,9919,康那香,1994-11-04,上市,其他業
951,953,9921,巨大,1994-12-29,上市,其他業
952,954,9924,福興,1995-03-15,上市,其他業
953,955,9925,新保,1995-12-09,上市,其他業
954,956,9926,新海,1998-04-08,上市,油電燃氣業
955,957,9927,泰銘,1999-03-12,上市,其他業
956,958,9928,中視,1999-08-09,上市,其他業
957,959,9929,秋雨,1999-06-28,上市,其他業
958,960,9930,中聯資源,1999-11-22,上市,其他業
959,961,9931,欣高,2000-03-21,上市,油電燃氣業
960,962,9933,中鼎,1993-05-28,上市,其他業
961,963,9934,成霖,2000-09-11,上市,其他業
962,964,9935,慶豐富,2000-09-11,上市,其他業
963,965,9937,全國,2000-09-11,上市,油電燃氣業
964,966,9938,百和,2001-01-12,上市,其他業
965,967,9939,宏全,2001-03-02,上市,其他業
966,968,9940,信義,2001-09-17,上市,其他業
967,969,9941,裕融,2001-09-17,上市,其他業
968,970,9942,茂順,2002-01-28,上市,其他業
969,971,9943,好樂迪,2002-08-26,上市,觀光事業
970,972,9944,新麗,2002-08-26,上市,其他業
971,973,9945,潤泰新,1992-04-30,上市,其他業
972,974,9946,三發地產,2013-09-17,上市,建材營造業
973,975,9955,佳龍,2008-01-21,上市,其他業
974,976,9958,世紀鋼,2008-03-12,上市,鋼鐵工業
19391,24736,6869,雲豹能源-創,2023-03-14,上市臺灣創新板,其他業
19392,24737,6873,泓德能源-創,2023-03-06,上市臺灣創新板,其他業
19393,24739,50,元大台灣50,2003-06-30,上市,
19394,24740,51,元大中型100,2006-08-31,上市,
19395,24741,52,富邦科技,2006-09-12,上市,
19396,24742,53,元大電子,2007-07-16,上市,
19397,24743,55,元大MSCI金融,2007-07-16,上市,
19398,24744,56,元大高股息,2007-12-26,上市,
19399,24745,57,富邦摩台,2008-02-27,上市,
19400,24746,61,元大寶滬深,2009-08-17,上市,
19401,24747,6203,元大MSCI台灣,2011-05-12,上市,
19402,24748,6204,永豐臺灣加權,2011-09-28,上市,
19403,24749,6205,富邦上証,2011-09-26,上市,
19404,24750,6206,元大上證50,2012-05-11,上市,
19405,24751,6207,復華滬深,2012-06-22,上市,
19406,24752,6208,富邦台50,2012-07-17,上市,
19407,24759,636,國泰中國A50,2015-04-01,上市,
19408,24763,639,富邦深100,2015-06-09,上市,
19409,24767,643,群益深証中小,2015-12-02,上市,
19410,24769,645,富邦日本,2015-11-06,上市,
19411,24770,646,元大S&P500,2015-12-14,上市,
19412,24775,652,富邦印度,2016-03-29,上市,
19413,24780,657,國泰日經225,2016-05-09,上市,
19414,24782,660,元大歐洲50,2016-07-15,上市,
19415,24783,661,元大日經225,2016-07-15,上市,
19416,24784,662,富邦NASDAQ,2016-06-24,上市,
19417,24789,668,國泰美國道瓊,2016-10-17,上市,
19418,24798,678,群益NBI生技,2017-01-09,上市,
19419,24808,690,兆豐藍籌30,2017-03-31,上市,
19420,24809,692,富邦公司治理,2017-05-17,上市,
19421,24811,700,富邦恆生國企,2017-07-21,上市,
19422,24812,701,國泰股利精選30,2017-08-17,上市,
19423,24813,702,國泰標普低波高息,2017-08-17,上市,
19424,24814,703,台新MSCI中國,2017-08-10,上市,
19425,24818,709,富邦歐洲,2017-08-15,上市,
19426,24821,712,復華富時不動產,2017-08-21,上市,
19427,24822,713,元大台灣高息低波,2017-09-27,上市,
19428,24823,714,群益道瓊美國地產,2017-10-27,上市,
19429,24825,717,富邦美國特別股,2017-11-29,上市,
19430,24826,728,第一金工業30,2018-04-18,上市,
19431,24827,730,富邦臺灣優質高息,2018-02-08,上市,
19432,24828,731,復華富時高息低波,2018-04-20,上市,
19433,24829,733,富邦臺灣中小,2018-05-17,上市,
19434,24830,735,國泰臺韓科技,2018-06-11,上市,
19435,24831,736,國泰新興市場,2018-06-11,上市,
19436,24832,737,國泰AI+ROBO,2018-06-11,上市,
19437,24834,739,A股,2018-06-27,上市,
19438,24835,752,中信中國50,2018-10-31,上市,
19439,24837,757,統一FANG+,2018-12-06,上市,
19440,24838,762,元大全球AI,2019-01-23,上市,
19441,24840,770,國泰北美科技,2019-01-29,上市,
19442,24841,771,元大US高息特別股,2019-05-16,上市,
19443,24843,783,富邦中証500,2019-03-27,上市,
19444,24844,830,國泰費城半導體,2019-05-03,上市,
19445,24845,850,元大臺灣ESG永續,2019-08-23,上市,
19446,24846,851,台新全球AI,2019-08-12,上市,
19447,24848,861,元大全球未來通訊,2019-11-19,上市,
19448,24850,875,國泰網路資安,2020-03-30,上市,
19449,24851,876,元大全球5G,2020-07-07,上市,
19450,24852,878,國泰永續高股息,2020-07-20,上市,
19451,24853,881,國泰台灣5G+,2020-12-10,上市,
19452,24854,882,中信中國高股息,2021-02-04,上市,
19453,24855,885,富邦越南,2021-04-19,上市,
19454,24856,891,中信關鍵半導體,2021-05-28,上市,
19455,24857,892,富邦台灣半導體,2021-06-10,上市,
19456,24858,893,國泰智能電動車,2021-07-01,上市,
19457,24859,894,中信小資高價30,2021-08-13,上市,
19458,24860,895,富邦未來車,2021-08-12,上市,
19459,24861,896,中信綠能及電動車,2021-09-16,上市,
19460,24862,897,富邦基因免疫生技,2021-10-04,上市,
19461,24863,898,國泰基因免疫革命,2021-11-22,上市,
19462,24864,899,FT潔淨能源,2022-01-21,上市,
19463,24865,900,富邦特選高股息30,2021-12-22,上市,
19464,24866,901,永豐智能車供應鏈,2021-12-15,上市,
19465,24867,902,中信電池及儲能,2022-01-25,上市,
19466,24868,903,富邦元宇宙,2022-01-24,上市,
19467,24869,904,新光臺灣半導體30,2022-03-07,上市,
19468,24870,905,FT臺灣SMART,2022-04-21,上市,
19469,24871,906,大華元宇宙科技50,2022-05-17,上市,
19470,24872,907,永豐優息存股,2022-05-24,上市,
19471,24873,908,富邦入息REITs+,2022-05-20,上市,
19472,24874,909,國泰數位支付服務,2022-07-13,上市,
19473,24875,910,第一金太空衛星,2022-07-20,上市,
19474,24876,911,兆豐洲際半導體,2022-06-27,上市,
19475,24877,912,中信臺灣智慧50,2022-06-29,上市,
19476,24878,913,兆豐台灣晶圓製造,2022-08-08,上市,
19477,24879,915,凱基優選高股息30,2022-08-09,上市,
19478,24880,916,國泰全球品牌50,2022-09-26,上市,
19479,24881,917,中信特選金融,2022-08-26,上市,
19480,24882,918,大華優利高填息30,2022-11-24,上市,
19481,24883,919,群益台灣精選高息,2022-10-20,上市,
19482,24884,920,富邦ESG綠色電力,2022-10-20,上市,
19483,24885,921,兆豐龍頭等權重,2023-01-13,上市,
19484,24886,922,國泰台灣領袖50,2023-03-27,上市,
19485,24887,923,群益台灣ESG低碳,2023-03-08,上市,
19486,24888,924,復華S&P500成長,2023-04-26,上市,
19487,24889,925,新光標普電動車,2023-04-18,上市,
